Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8780,Get On Da Mic,PS2,2004.0,Misc,Eidos Interactive,0.07,0.06,0.0,0.02,0.15
15368,Dance Dance Revolution Extra Mix,PS,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10498,Myst,DS,2007.0,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1
6205,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016.0,Action,Square Enix,0.0,0.0,0.28,0.0,0.28
5272,Nicktoons: Unite!,GC,2005.0,Adventure,THQ,0.27,0.07,0.0,0.01,0.35
12824,Kyoukai Senjou no Horizon Portable,PSP,2013.0,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05
3782,Virtual Soccer,SNES,1993.0,Sports,Hudson Soft,0.0,0.0,0.53,0.0,0.53
16339,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008.0,Misc,Creative Core,0.0,0.0,0.01,0.0,0.01
15334,The Awakened Fate Ultimatum,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
4343,Sega Rally Revo,X360,2007.0,Racing,Sega,0.12,0.28,0.0,0.05,0.45
388,LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
14456,Dance Dance Revolution: Hottest Party 5,Wii,2011.0,Misc,Konami Digital Entertainment,0.0,0.03,0.0,0.0,0.03
4872,Scooby-Doo! and the Spooky Swamp,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.26,0.1,0.0,0.03,0.4
10886,Fishing Master World Tour,Wii,2009.0,Sports,Hudson Entertainment,0.09,0.0,0.0,0.01,0.09
2703,Pro Evolution Soccer 2015,PS4,2014.0,Sports,Konami Digital Entertainment,0.09,0.43,0.11,0.13,0.76
5427,Buzz! The Ultimate Music Quiz,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.25,0.0,0.08,0.34
9040,Iron & Blood,PS,1996.0,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
3250,Battlezone,2600,1982.0,Shooter,Atari,0.58,0.03,0.0,0.01,0.62
13855,Klonoa Heroes: Densetsu no Star Medal,GBA,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
7224,Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014.0,Adventure,Activision,0.11,0.09,0.0,0.02,0.22
6629,Ice Age 2: The Meltdown,GBA,2006.0,Platform,Vivendi Games,0.18,0.07,0.0,0.0,0.25
9769,The X Files: Resist or Serve,PS2,2004.0,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12
5966,The BIGS 2,Wii,2009.0,Sports,Take-Two Interactive,0.26,0.01,0.0,0.02,0.29
7888,Valhalla Knights 3,PSV,2013.0,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.19
10292,Akiba's Trip: Undead & Undressed,PS3,2013.0,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11
13986,Scaler,GC,2004.0,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04
14098,Detective Conan: Prelude from the Past,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
5862,Spider-Man 3,PSP,2007.0,Platform,Activision,0.01,0.23,0.0,0.06,0.3
4170,2014 FIFA World Cup Brazil,X360,2014.0,Sports,Electronic Arts,0.14,0.28,0.0,0.04,0.47
12399,Monster Garage,XB,2004.0,Strategy,Activision Value,0.05,0.01,0.0,0.0,0.06
15249,Sakura Wars 1 & 2,PSP,2006.0,Strategy,Sega,0.0,0.0,0.02,0.0,0.02
8525,Magic: The Gathering - Battlegrounds,XB,2003.0,Strategy,Atari,0.12,0.03,0.0,0.01,0.16
4443,Ninja Gaiden 3,PS3,2012.0,Action,Tecmo Koei,0.19,0.1,0.11,0.05,0.44
16158,Isshoni Gohan. Portable,PSP,2013.0,Adventure,Boost On,0.0,0.0,0.01,0.0,0.01
9369,Tak 2: The Staff of Dreams,XB,2004.0,Platform,THQ,0.1,0.03,0.0,0.0,0.13
3735,Cars 2,PS3,2011.0,Racing,Disney Interactive Studios,0.22,0.23,0.0,0.09,0.54
5383,Alien's Return,2600,1982.0,Action,ITT Family Games,0.32,0.02,0.0,0.0,0.34
8608,Scripps Spelling Bee,DS,2010.0,Simulation,THQ,0.15,0.0,0.0,0.01,0.16
16312,Rally Championship,GC,2003.0,Racing,SCi,0.01,0.0,0.0,0.0,0.01
323,Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
9885,Deus Ex: Human Revolution,WiiU,2013.0,Shooter,Square Enix,0.06,0.05,0.0,0.01,0.12
11208,Top Gear Rally,GBA,2003.0,Racing,Kemco,0.06,0.02,0.0,0.0,0.09
6767,The Adventures of Tintin: The Game,X360,2011.0,Action,Ubisoft,0.07,0.14,0.0,0.03,0.25
16378,Colin McRae Rally 04,PC,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.01
3561,Breath of Fire IV,PS,2000.0,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56
16444,G1 Jockey 4 2007,PS2,2007.0,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
8498,Bomberman Land,PS,2000.0,Misc,Hudson Soft,0.0,0.0,0.15,0.01,0.16
11636,Emily the Strange: Strangerous,DS,2011.0,Action,DTP Entertainment,0.04,0.03,0.0,0.01,0.08
11847,Mucha Lucha! Mascaritas of the Lost Code,GBA,2003.0,Fighting,Ubisoft,0.05,0.02,0.0,0.0,0.07
1724,Ty the Tasmanian Tiger,PS2,2002.0,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17
1964,Warhawk,PS3,2007.0,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06
3783,Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994.0,Strategy,Tecmo Koei,0.0,0.0,0.53,0.0,0.53
10724,Winter Stars,X360,2011.0,Sports,Deep Silver,0.05,0.04,0.0,0.01,0.1
103,Just Dance,Wii,2009.0,Misc,Ubisoft,3.51,3.03,0.0,0.73,7.27
2268,MLB 12: The Show,PS3,2012.0,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92
5721,The Incredible Hulk,Wii,2008.0,Action,Sega,0.28,0.01,0.0,0.02,0.31
7971,Pro Evolution Soccer 2014,3DS,2013.0,Action,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19
11078,Action Man-Operation Extreme,PS,,Action,,0.05,0.03,0.0,0.01,0.09
11938,Magi: The Labyrinth of Beginning,3DS,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
16176,Tactics Layer: Ritina Guard Senki,DS,2009.0,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01
8876,Virtua Tennis 4,Wii,2011.0,Sports,Sega,0.05,0.08,0.0,0.02,0.15
16319,Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
2929,NASCAR 2001,PS2,2000.0,Racing,Electronic Arts,0.34,0.27,0.0,0.09,0.7
9480,Summon Night: Twin Age,DS,2007.0,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,0.13
4645,Mega Man X6,PS,2001.0,Action,Capcom,0.14,0.1,0.16,0.03,0.42
12729,Lost Kingdoms II,GC,2003.0,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06
12916,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
5653,Tetris 2 + Bombliss,NES,1991.0,Puzzle,BPS,0.0,0.0,0.32,0.0,0.32
12665,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06
13668,Little Busters! Converted Edition,PSP,2010.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04
1923,Red Dead Redemption: Undead Nightmare,X360,2010.0,Action,Take-Two Interactive,0.57,0.39,0.02,0.09,1.07
5514,Pitfall 3D: Beyond the Jungle,PS,1998.0,Platform,Activision,0.18,0.12,0.0,0.02,0.33
2618,Dead Island: Riptide,X360,2013.0,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79
358,Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
9154,Micro Machines 64 Turbo,N64,1999.0,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14
12090,Dragon Valor,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
16220,Far East of Eden II: Manji Maru,DS,2006.0,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0,0.01
3223,Dragon Quest Monsters Joker 3,3DS,2016.0,Role-Playing,Square Enix,0.0,0.0,0.63,0.0,0.63
15879,Dinotopia: The Sunstone Odyssey,GC,,Action,Unknown,0.01,0.0,0.0,0.0,0.02
4030,The Matrix: Path of Neo,PS2,2005.0,Action,Atari,0.41,0.01,0.0,0.07,0.49
11492,High Heat Major League Baseball 2004,XB,2003.0,Sports,3DO,0.06,0.02,0.0,0.0,0.08
14018,Challenge Me: Word Puzzles,DS,2011.0,Puzzle,O-Games,0.03,0.0,0.0,0.0,0.04
5929,James Bond 007: Legends,X360,2012.0,Shooter,Activision,0.13,0.14,0.0,0.03,0.3
4967,Tiger Woods PGA Tour 08,PS2,2007.0,Sports,Electronic Arts,0.19,0.15,0.0,0.05,0.39
12410,Call of Duty 2,PC,2005.0,Shooter,Activision,0.0,0.05,0.0,0.01,0.06
15818,Samurai Jack: The Shadow of Aku,GC,2004.0,Action,Sega,0.01,0.0,0.0,0.0,0.02
4883,GRID 2,PS3,2013.0,Racing,Codemasters,0.07,0.23,0.01,0.09,0.39
1472,NBA 2K14,PS4,2013.0,Sports,Take-Two Interactive,0.89,0.31,0.01,0.12,1.33
3297,New Carnival Games,Wii,2010.0,Misc,Take-Two Interactive,0.35,0.21,0.0,0.05,0.61
5865,Squinkies,DS,2011.0,Misc,Activision,0.27,0.02,0.0,0.02,0.3
11169,Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.04,0.04,0.0,0.01,0.09
659,LEGO Star Wars: The Complete Saga,PS3,2007.0,Action,LucasArts,1.02,0.97,0.0,0.39,2.38
14138,Sky Dancers,GBA,2005.0,Action,Crave Entertainment,0.02,0.01,0.0,0.0,0.03
13121,Winning Post World,PS3,2009.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
9706,One Piece: Pirate Warriors 2,PSV,2013.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
14329,Chicken Shoot 2,GBA,2005.0,Adventure,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
3072,Rocksmith 2014,PC,2013.0,Misc,Ubisoft,0.35,0.24,0.0,0.07,0.66
13400,Hiiro no Kakera DS,DS,2008.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
8904,Street Fighter Alpha 3,GBA,2002.0,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15
15415,Puzzle City,DS,2009.0,Puzzle,Destineer,0.02,0.0,0.0,0.0,0.02
15220,Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
12136,Hammerin' Hero,PSP,2008.0,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07
11576,Sherlock Holmes: Crimes & Punishments,PS3,2014.0,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08
9373,DmC: Devil May Cry,XOne,2015.0,Action,Capcom,0.08,0.04,0.0,0.01,0.13
347,Pokemon Snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
13868,Ballistic,PS,1999.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.04
7565,Le Mans 24 Hours,PS2,2001.0,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2
12936,Fatal Fury: Wild Ambition,PS,1999.0,Fighting,SNK Playmore,0.03,0.02,0.0,0.0,0.05
12689,Catwoman,XB,2004.0,Action,Electronic Arts,0.04,0.01,0.0,0.0,0.06
13864,A Ressha de Ikou DS,DS,2009.0,Simulation,ArtDink,0.0,0.0,0.04,0.0,0.04
5148,Trauma Center: Under the Knife,DS,2005.0,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.37
8408,Naval Assault: The Killing Tide,X360,2010.0,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17
1807,Cars,GBA,2006.0,Racing,THQ,0.81,0.3,0.0,0.02,1.13
830,PGR4 - Project Gotham Racing 4,X360,2007.0,Racing,Microsoft Game Studios,0.48,1.29,0.02,0.25,2.05
5373,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004.0,Adventure,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34
9092,Hexyz Force,PSP,2009.0,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14
909,Star Wars Rogue Leader: Rogue Squadron II,GC,2001.0,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9
9857,Ultimate Card Games,GBA,2003.0,Misc,Telegames,0.09,0.03,0.0,0.0,0.12
12863,Virtual Villagers: A New Home,DS,2010.0,Simulation,PQube,0.04,0.01,0.0,0.0,0.05
5664,Manhunt 2,PSP,2007.0,Action,Take-Two Interactive,0.04,0.18,0.0,0.1,0.32
14154,Trap Gunner: Countdown to Oblivion,PS,1998.0,Strategy,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14012,Monster Force,GBA,2002.0,Shooter,Universal Interactive,0.03,0.01,0.0,0.0,0.04
7109,.hack//G.U. Vol.2//Reminisce,PS2,2006.0,Role-Playing,Namco Bandai Games,0.11,0.09,0.0,0.03,0.23
89,Pokémon Platinum Version,DS,2008.0,Role-Playing,Nintendo,2.82,1.78,2.69,0.55,7.84
16132,Umineko no Naku Koro ni Portable 1,PSP,2011.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
12906,Arcana Heart 3,X360,2011.0,Fighting,PQube,0.0,0.03,0.02,0.0,0.05
4399,Walt Disney World Quest: Magical Racing Tour,PS,2000.0,Racing,Eidos Interactive,0.25,0.17,0.0,0.03,0.45
864,Devil May Cry 2,PS2,2003.0,Action,Capcom,0.71,0.58,0.51,0.17,1.97
6552,MLB 09: The Show,PSP,2009.0,Sports,Sony Computer Entertainment,0.24,0.0,0.0,0.02,0.26
3292,Dynasty Warriors 8,PS3,2013.0,Action,Tecmo Koei,0.12,0.11,0.34,0.05,0.61
11030,Agatha Christie: Evil Under the Sun,Wii,2008.0,Adventure,The Adventure Company,0.07,0.02,0.0,0.01,0.09
14895,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.03
12709,Mayhem 3D,PS3,2011.0,Racing,Evolved Games,0.05,0.0,0.0,0.01,0.06
14881,Judge Dredd: Dredd Vs Death,PS2,2003.0,Shooter,BAM! Entertainment,0.01,0.01,0.0,0.0,0.03
15896,Hiiro no Kakera Portable,PSP,2008.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
4681,Dexter's Laboratory Deesaster Strikes,GBA,2001.0,Adventure,BAM! Entertainment,0.3,0.11,0.0,0.01,0.41
7625,Super Robot Taisen 64,N64,1999.0,Strategy,Banpresto,0.0,0.0,0.2,0.0,0.2
14003,Age of Mythology: The Titans,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.0,0.04
9650,Power Pro Kun Pocket 13,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
255,Sonic the Hedgehog,GEN,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34
12732,Dungeon Keeper 2,PC,1999.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06
2027,Bulletstorm,X360,2011.0,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02
10779,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002.0,Fighting,Banpresto,0.05,0.02,0.03,0.0,0.1
7749,Bound By Flame,PS4,2014.0,Role-Playing,Focus Home Interactive,0.07,0.08,0.0,0.04,0.19
14999,Bust-A-Move,3DO,1994.0,Puzzle,Micro Cabin,0.0,0.0,0.02,0.0,0.02
2744,San Francisco Rush: Extreme Racing,N64,1997.0,Racing,GT Interactive,0.63,0.11,0.0,0.01,0.75
6845,The Simpsons: Road Rage,GC,2001.0,Racing,Electronic Arts,0.19,0.05,0.0,0.01,0.24
13443,LEGO Friends,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.05
12610,Magi: Aratanaru Sekai,3DS,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
702,Mario Bros.,NES,1983.0,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28
150,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,Nintendo,0.66,0.69,4.35,0.15,5.84
13003,Pinball Hall of Fame: The Gottlieb Collection,GC,2005.0,Misc,Crave Entertainment,0.04,0.01,0.0,0.0,0.05
15369,UnchainBlades EXXiV,PSP,2012.0,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02
2586,Rayman Raving Rabbids 2,DS,2007.0,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8
4217,We Sing Encore,Wii,2010.0,Misc,Nordic Games,0.0,0.41,0.0,0.06,0.47
5125,Rec Room Games,Wii,2009.0,Sports,Destineer,0.35,0.0,0.0,0.02,0.37
13193,MTX Mototrax,PSP,2006.0,Racing,Activision,0.04,0.0,0.0,0.0,0.05
3904,Fire Emblem: Radiant Dawn,Wii,2007.0,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51
1125,ESPN NFL 2K5,XB,2004.0,Sports,Sega,1.54,0.02,0.0,0.07,1.63
16262,Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008.0,Action,D3Publisher,0.0,0.0,0.01,0.0,0.01
4232,Destroy All Humans!,XB,2005.0,Shooter,THQ,0.34,0.11,0.0,0.02,0.46
4036,GoldenEye: Rogue Agent,XB,2004.0,Shooter,Electronic Arts,0.34,0.13,0.0,0.02,0.49
8919,Major League Baseball 2K8,PS2,2008.0,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15
8216,Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013.0,Misc,Konami Digital Entertainment,0.0,0.08,0.08,0.01,0.17
13314,Forza Motorsport 3: Ultimate Edition,X360,2010.0,Racing,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
11678,Need for Speed: Most Wanted,PC,2012.0,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08
14557,Beyblade Evolution,3DS,2013.0,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.03
5118,Panzer Dragoon,SAT,1995.0,Shooter,Sega,0.0,0.0,0.37,0.0,0.37
12227,Worms Forts: Under Siege,XB,2004.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07
11410,Fatal Frame III: The Tormented,PS2,2005.0,Action,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08
7075,Wipeout 2,3DS,2011.0,Misc,Activision,0.22,0.0,0.0,0.01,0.23
16033,My Little Baby,DS,2008.0,Simulation,CDV Software Entertainment,0.0,0.01,0.0,0.0,0.01
15669,Gadget Racers (PAL),PS2,2002.0,Racing,Zoo Digital Publishing,0.0,0.0,0.02,0.0,0.02
291,God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
4001,Dreamworks Madagascar Kartz,Wii,2009.0,Racing,Activision,0.29,0.16,0.0,0.05,0.5
5037,Dora The Explorer: Dora Saves the Snow Princess,PS2,2008.0,Platform,Take-Two Interactive,0.19,0.15,0.0,0.05,0.38
10314,FoxKids.com Micro Maniacs Racing,PS,2000.0,Racing,Codemasters,0.06,0.04,0.0,0.01,0.11
5537,Sakura Wars 3: Paris wa Moeteiru ka,DC,2001.0,Adventure,Sega,0.0,0.0,0.33,0.0,0.33
4107,Tiger Woods PGA Tour 07,X360,2006.0,Sports,Electronic Arts,0.44,0.0,0.0,0.04,0.48
8894,DreamWorks Super Star Kartz,Wii,2011.0,Racing,Activision,0.1,0.04,0.0,0.01,0.15
7409,Cabela's Deer Hunt: 2004 Season,XB,2003.0,Sports,Activision Value,0.16,0.05,0.0,0.01,0.21
16279,Assetto Corsa,XOne,2016.0,Racing,505 Games,0.0,0.01,0.0,0.0,0.01
3966,Hitman: Blood Money,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5
8372,Bomberman Land,Wii,2007.0,Misc,Rising Star Games,0.11,0.02,0.03,0.01,0.17
13141,"Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05
2828,Star Wars Episode III: Revenge of the Sith,GBA,2005.0,Action,Ubisoft,0.52,0.19,0.0,0.01,0.72
13099,Kinnikuman Muscle Grand Prix Max,PS2,2006.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
3167,Sega Rally Revo,PS3,2007.0,Racing,Sega,0.07,0.43,0.0,0.14,0.64
9130,World Tour Soccer 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
11117,Wacky World of Sports,Wii,2009.0,Sports,Sega,0.08,0.0,0.0,0.01,0.09
9730,Lemony Snicket's A Series of Unfortunate Events,XB,2004.0,Platform,Activision,0.09,0.03,0.0,0.0,0.12
9214,Cabela's African Safari,X360,2006.0,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14
5486,Rugby World Cup 2011,PS3,2011.0,Sports,505 Games,0.0,0.25,0.0,0.08,0.33
7598,Body and Brain Connection,X360,2010.0,Misc,Namco Bandai Games,0.1,0.08,0.0,0.02,0.2
10155,Spyborgs,Wii,2009.0,Action,Capcom,0.1,0.01,0.0,0.01,0.11
15450,Germany's Next Topmodel 2011,Wii,2011.0,Simulation,7G//AMES,0.0,0.02,0.0,0.0,0.02
11912,The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07
12402,Tecmo Classic Arcade,XB,2005.0,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.0,0.06
15568,Pirates of the Burning Sea,PC,2008.0,Role-Playing,Koch Media,0.0,0.01,0.0,0.0,0.02
9745,Lunar: Dragon Song,DS,2005.0,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12
14158,Clash of Elementalists,3DS,2013.0,Action,Unknown,0.0,0.03,0.0,0.0,0.03
14287,Ultimate Block Party,PSP,2004.0,Puzzle,505 Games,0.03,0.0,0.0,0.0,0.03
12109,Super Real Mahjong Graffiti,SAT,1995.0,Misc,Seta Corporation,0.0,0.0,0.07,0.0,0.07
13732,GoGo's Crazy Bones,DS,2012.0,Action,GameMill Entertainment,0.0,0.04,0.0,0.0,0.04
10472,Who Wants to Be a Millionaire: 3rd Edition,Wii,2010.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1
2762,Sega Superstars Tennis,DS,2008.0,Sports,Sega,0.29,0.37,0.0,0.08,0.75
5563,LEGO The Lord of the Rings,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.1,0.15,0.0,0.07,0.33
9006,"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994.0,Role-Playing,Game Arts,0.0,0.0,0.14,0.0,0.14
12355,Land of the Dead: Road to Fiddler's Green,XB,2005.0,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06
16175,Military History: Commander - Europe at War,DS,2009.0,Strategy,Slitherine Software,0.0,0.01,0.0,0.0,0.01
6553,Polarium,DS,2004.0,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26
10885,Bleach: Heat the Soul,PSP,2005.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09
11379,Bejeweled 3,PC,2010.0,Puzzle,PopCap Games,0.02,0.05,0.0,0.01,0.08
9250,The Amazing Race,Wii,2010.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
16208,Caladrius,X360,2013.0,Shooter,Moss,0.0,0.0,0.01,0.0,0.01
5387,Power Rangers Samurai,Wii,2011.0,Action,Namco Bandai Games,0.29,0.03,0.0,0.02,0.34
6236,FIFA Soccer 07,X360,2006.0,Sports,Electronic Arts,0.24,0.01,0.0,0.02,0.28
15628,Touch Detective (JP sales),DS,2006.0,Adventure,505 Games,0.0,0.0,0.02,0.0,0.02
10717,Lord of Apocalypse,PSP,2011.0,Role-Playing,Square Enix,0.0,0.0,0.1,0.0,0.1
1809,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004.0,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13
4075,Tales of Legendia,PS2,2005.0,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49
1357,UFC Undisputed 2010,PS3,2010.0,Fighting,THQ,0.8,0.41,0.02,0.19,1.42
10315,Cats & Dogs: The Revenge of Kitty Galore,DS,2010.0,Action,505 Games,0.1,0.0,0.0,0.01,0.11
9502,FIFA World Cup Germany 2006,GC,2006.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
7474,The Naked Brothers Band: The Video Game,Wii,2008.0,Misc,THQ,0.19,0.0,0.0,0.01,0.21
15332,Hellgate: London,PC,2007.0,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02
10148,Tokimeki Memorial: Girl's Side 2nd Season,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
3447,Cabela's Dangerous Hunts 2011,Wii,2010.0,Sports,Activision,0.53,0.02,0.0,0.04,0.58
6910,Scrabble (Others sales),DS,2009.0,Puzzle,Ubisoft,0.0,0.24,0.0,0.0,0.24
1634,LEGO Batman 2: DC Super Heroes,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.5,0.53,0.0,0.2,1.22
5279,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.35,0.0,0.35
16337,Greg Hastings' Tournament Paintball Max'd,PS2,2006.0,Shooter,Activision,0.01,0.0,0.0,0.0,0.01
8955,Medal of Honor: Infiltrator,GBA,2003.0,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15
12225,Interactive Storybook DS Series 1,DS,2007.0,Misc,Tommo,0.06,0.0,0.0,0.0,0.07
13507,Jerry Rice and Nitus' Dog Football,Wii,2011.0,Sports,Tommo,0.04,0.0,0.0,0.0,0.04
2720,Need for Speed: Shift,PSP,2009.0,Racing,Electronic Arts,0.16,0.38,0.01,0.21,0.76
12997,Ultra Bust-A-Move,XB,2004.0,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05
14256,Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009.0,Adventure,GSP,0.0,0.03,0.0,0.01,0.03
3681,Turok: Evolution,XB,2002.0,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55
7804,Need for Speed: The Run,3DS,2011.0,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19
2407,Guitar Hero: Warriors of Rock,X360,2010.0,Misc,Activision,0.47,0.32,0.0,0.08,0.87
8227,Sports Illustrated for Kids: Baseball,GBA,2001.0,Sports,BAM! Entertainment,0.12,0.05,0.0,0.0,0.17
